kecamatan,kelurahan,lintang_selatan,bujur_timur,parameter,hasil_analisa
Duren Sawit, Pondok Bambu ,"06o10’50,1”","106o51’31,6”",Indeks Pencemaran,1
Duren Sawit, Pondok Bambu ,"06o10’50,1”","106o51’31,6”",Kategori,Tercemar Ringan
Duren Sawit, Pondok Kelapa ,"06o10’50,1”","106o51’31,6”",Zat Padat Terlarut,181
Duren Sawit, Pondok Kelapa ,"06o10’50,1”","106o51’31,6”",Kekeruhan,0.01
Duren Sawit, Pondok Kelapa ,"06o10’50,1”","106o51’31,6”",Air Raksa, <0.0003 
Duren Sawit, Pondok Kelapa ,"06o10’50,1”","106o51’31,6”",Zat Padat Terlarut,
Duren Sawit, Pondok Kelapa ,"06o10’50,1”","106o51’31,6”",Kekeruhan,
Duren Sawit, Pondok Kelapa ,"06o10’50,1”","106o51’31,6”",Air Raksa,
Duren Sawit, Pondok Kelapa ,"06o10’50,1”","106o51’31,6”",Besi (Fe), <0.008 
Duren Sawit, Pondok Kelapa ,"06o10’50,1”","106o51’31,6”",Fluorida, <0.05 
Duren Sawit, Pondok Kelapa ,"06o10’50,1”","106o51’31,6”",Cadmium,
Duren Sawit, Pondok Kelapa ,"06o10’50,1”","106o51’31,6”",Cadmium, * 
Duren Sawit, Pondok Kelapa ,"06o11’01,3”","106o50’58,4”",Kesadahan (CaCO3),91.07
Duren Sawit, Pondok Kelapa ,"06o11’01,3”","106o50’58,4”",Krom Heksavalen,
Duren Sawit, Pondok Kelapa ,"06o11’01,3”","106o50’58,4”",Krom Heksavalen, * 
Duren Sawit, Pondok Kelapa ,"06o11’01,3”","106o50’58,4”",Mangan (Mn),0.34
Duren Sawit, Pondok Kelapa ,"06o11’01,3”","106o50’58,4”",Nitrat,
Duren Sawit, Pondok Kelapa ,"06o11’01,3”","106o50’58,4”",Nitrit,
Duren Sawit, Pondok Kelapa ,"06o11’01,3”","106o50’58,4”",Nitrat,2.22
Duren Sawit, Pondok Kelapa ,"06o11’01,3”","106o50’58,4”",Nitrit,0.004
Duren Sawit, Pondok Kelapa ,"06o11’01,3”","106o50’58,4”",pH,7
Duren Sawit, Pondok Kelapa ,"06o11’01,3”","106o50’58,4”",Seng (Zn),0.01
Duren Sawit, Pondok Kelapa ,"06o11’01,3”","106o50’58,4”",Sulfat,
Duren Sawit, Pondok Kelapa ,"06o11’01,3”","106o50’58,4”",Timah Hitam (Pb),
Duren Sawit, Pondok Kelapa ,"06o11’01,3”","106o50’58,4”",Sulfat,99.68
Duren Sawit, Pondok Kelapa ,"06o11’01,3”","106o50’58,4”",Timah Hitam (Pb), * 
Duren Sawit, Pondok Kelapa ,"06o11’01,3”","106o50’58,4”",Deterjen,0.04
Duren Sawit, Pondok Kelapa ,"06o11’01,3”","106o50’58,4”",Organik (KMnO4), <0.50 
Duren Sawit, Pondok Kelapa ,"06o11’01,3”","106o50’58,4”",Suhu,
Duren Sawit, Pondok Kelapa ,"06o11’01,3”","106o50’58,4”",Total Coliform,
Duren Sawit, Pondok Kelapa ,"06o11’01,3”","106o50’58,4”",Suhu,24.4
Duren Sawit, Pondok Kelapa ,"06o11’01,3”","106o50’58,4”",Total Coliform, -   
Duren Sawit, Pondok Kelapa ,"06o08’57,4” ","  106o41’54,5”",E.Coli, -   
Duren Sawit, Pondok Kelapa ,"06o08’57,4” ","  106o41’54,5”",Indeks Pencemaran,0
Duren Sawit, Pondok Kelapa ,"06o08’57,4” ","  106o41’54,5”",Kategori,Baik
Duren Sawit, Pondok Kelapa ,"06o08’57,4” ","  106o41’54,5”",Zat Padat Terlarut,141
Duren Sawit, pondok kelapa SMPN 252 ,"06o08’57,4” ","  106o41’54,5”",Kekeruhan,0.01
Duren Sawit, pondok kelapa SMPN 253 ,"06o08’57,4” ","  106o41’54,5”",Air Raksa, <0.0003 
Duren Sawit, pondok kelapa SMPN 254 ,"06o08’57,4” ","  106o41’54,5”",Zat Padat Terlarut,
Duren Sawit, pondok kelapa SMPN 255 ,"06o08’57,4” ","  106o41’54,5”",Kekeruhan,
Duren Sawit, pondok kelapa SMPN 256 ,"06o08’57,4” ","  106o41’54,5”",Air Raksa,
Duren Sawit, pondok kelapa SMPN 257 ,"06o08’57,4” ","  106o41’54,5”",Besi (Fe), <0.08 
Duren Sawit, pondok kelapa SMPN 258 ,"06o08’57,4” ","  106o41’54,5”",Fluorida,0.06
Duren Sawit, pondok kelapa SMPN 259 ,"06o08’57,4” ","  106o41’54,5”",Cadmium,
Duren Sawit, pondok kelapa SMPN 260 ,"06o08’57,4” ","  106o41’54,5”",Cadmium, * 
Duren Sawit, pondok kelapa SMPN 261 ,"06o08’57,4” ","  106o41’54,5”",Kesadahan (CaCO3),76.59
Duren Sawit, pondok kelapa SMPN 262 ,"06o08’57,4” ","  106o41’54,5”",Krom Heksavalen,
Duren Sawit, pondok kelapa SMPN 263 ,"06o08’57,4” ","  106o41’54,5”",Krom Heksavalen, * 
Duren Sawit, pondok kelapa SMPN 264 ,"06o08’57,4” ","  106o41’54,5”",Mangan (Mn), <0.05 
Duren Sawit, pondok kelapa SMPN 265 ,"06o08’57,4” ","  106o41’54,5”",Nitrat,
Duren Sawit, pondok kelapa SMPN 266 ,"06o08’57,4” ","  106o41’54,5”",Nitrit,
Duren Sawit, pondok kelapa SMPN 267 ,"06o08’57,4” ","  106o41’54,5”",Nitrat,5.39
Duren Sawit, pondok kelapa SMPN 268 ,"06o06’15,7” ","  106o42’27,5”",Nitrit,0.006
Duren Sawit, pondok kelapa SMPN 269 ,"06o06’15,7” ","  106o42’27,5”",pH,6.6
Duren Sawit, pondok kelapa SMPN 270 ,"06o06’15,7” ","  106o42’27,5”",Seng (Zn), <0.01 
Duren Sawit, pondok kelapa SMPN 271 ,"06o06’15,7” ","  106o42’27,5”",Sulfat,
Duren Sawit, pondok kelapa SMPN 272 ,"06o06’15,7” ","  106o42’27,5”",Timah Hitam (Pb),
Duren Sawit, pondok kelapa SMPN 273 ,"06o06’15,7” ","  106o42’27,5”",Sulfat,2.23
Duren Sawit, pondok kelapa SMPN 274 ,"06o06’15,7” ","  106o42’27,5”",Timah Hitam (Pb), * 
Duren Sawit, pondok kelapa SMPN 275 ,"06o06’15,7” ","  106o42’27,5”",Deterjen,0.04
Duren Sawit, pondok kelapa SMPN 276 ,"06o06’15,7” ","  106o42’27,5”",Organik (KMnO4), <0.50 
Duren Sawit, pondok kelapa SMPN 277 ,"06o06’15,7” ","  106o42’27,5”",Suhu,
Duren Sawit, pondok kelapa SMPN 278 ,"06o06’15,7” ","  106o42’27,5”",Total Coliform,
Duren Sawit, pondok kelapa SMPN 279 ,"06o06’15,7” ","  106o42’27,5”",Suhu,24.4
Duren Sawit, pondok kelapa SMPN 280 ,"06o06’15,7” ","  106o42’27,5”",Total Coliform,300
Duren Sawit, pondok kelapa SMPN 281 ,"06o06’15,7” ","  106o42’27,5”",E.Coli, -   
Duren Sawit, pondok kelapa SMPN 282 ,"06o06’15,7” ","  106o42’27,5”",Indeks Pencemaran,3
Duren Sawit, Pondok Kopi ,"06o06’15,7” ","  106o42’27,5”",Kategori,Tercemar Ringan
Duren Sawit, Pondok Kopi ,"06o06’15,7” ","  106o42’27,5”",Zat Padat Terlarut,108
Duren Sawit, Pondok Kopi ,"06o06’15,7” ","  106o42’27,5”",Kekeruhan,2.39
Duren Sawit, Pondok Kopi ,"06o06’15,7” ","  106o42’27,5”",Air Raksa, <0.0003 
Duren Sawit, Pondok Kopi ,"06o06’15,7” ","  106o42’27,5”",Zat Padat Terlarut,
Duren Sawit, Pondok Kopi ,"06o07’48,7” ","  106o42’41,8”",Kekeruhan,
Duren Sawit, Pondok Kopi ,"06o07’48,7” ","  106o42’41,8”",Air Raksa,
Duren Sawit, Pondok Kopi ,"06o07’48,7” ","  106o42’41,8”",Besi (Fe), <0.08 
Duren Sawit, Pondok Kopi ,"06o07’48,7” ","  106o42’41,8”",Fluorida,0.06
Duren Sawit, Pondok Kopi ,"06o07’48,7” ","  106o42’41,8”",Cadmium,
Duren Sawit, Pondok Kopi ,"06o07’48,7” ","  106o42’41,8”",Cadmium, * 
Duren Sawit, Pondok Kopi ,"06o07’48,7” ","  106o42’41,8”",Kesadahan (CaCO3),67.46
Duren Sawit, Pondok Kopi ,"06o07’48,7” ","  106o42’41,8”",Krom Heksavalen,
Duren Sawit, Pondok Kopi ,"06o07’48,7” ","  106o42’41,8”",Krom Heksavalen, * 
Duren Sawit, Pondok Kopi ,"06o07’48,7” ","  106o42’41,8”",Mangan (Mn), <0.05 
Duren Sawit, Pondok Kopi ,"06o07’48,7” ","  106o42’41,8”",Nitrat,
Duren Sawit, Pondok Kopi ,"06o07’48,7” ","  106o42’41,8”",Nitrit,
Duren Sawit, Pondok Kopi ,"06o07’48,7” ","  106o42’41,8”",Nitrat,0.89
Duren Sawit, Pondok Kopi ,"06o07’48,7” ","  106o42’41,8”",Nitrit, <0.003 
Duren Sawit, Pondok Kopi ,"06o07’48,7” ","  106o42’41,8”",pH,7.2
Duren Sawit, Pondok Kopi ,"06o07’48,7” ","  106o42’41,8”",Seng (Zn), <0.01 
Duren Sawit, Pondok Kopi ,"06o07’48,7” ","  106o42’41,8”",Sulfat,
Duren Sawit, Pondok Kopi ,"06o07’48,7” ","  106o42’41,8”",Timah Hitam (Pb),
Duren Sawit, Pondok Kopi ,"06o07’48,7” ","  106o42’41,8”",Sulfat,2.78
Duren Sawit, Pondok Kopi ,"06o07’48,7” ","  106o42’41,8”",Timah Hitam (Pb), * 
Duren Sawit, Pondok Kopi ,"06o09’36,1” ","  106o42’18,1”",Deterjen,0.05
Duren Sawit, Pondok Kopi ,"06o09’36,1” ","  106o42’18,1”",Organik (KMnO4), <0.50 
Duren Sawit, Pondok Kopi ,"06o09’36,1” ","  106o42’18,1”",Suhu,
Duren Sawit, Pondok Kopi ,"06o09’36,1” ","  106o42’18,1”",Total Coliform,
Duren Sawit, Pondok Kopi ,"06o09’36,1” ","  106o42’18,1”",Suhu,24.5
Duren Sawit, Pondok Kopi ,"06o09’36,1” ","  106o42’18,1”",Total Coliform,600
Duren Sawit, Pondok Kopi ,"06o09’36,1” ","  106o42’18,1”",E.Coli, -   
Duren Sawit, Pondok Kopi ,"06o09’36,1” ","  106o42’18,1”",Indeks Pencemaran,4
Duren Sawit, Pondok Kopi ,"06o09’36,1” ","  106o42’18,1”",Kategori,Tercemar Ringan
Gambir, Cideng ,"06o09’36,1” ","  106o42’18,1”",Zat Padat Terlarut,425
Gambir, Cideng ,"06o09’36,1” ","  106o42’18,1”",Kekeruhan,0.01
Gambir, Cideng ,"06o09’36,1” ","  106o42’18,1”",Air Raksa, <0.0003 
Gambir, Cideng ,"06o09’36,1” ","  106o42’18,1”",Zat Padat Terlarut,
Gambir, Cideng ,"06o09’36,1” ","  106o42’18,1”",Kekeruhan,
Gambir, Cideng ,"06o09’36,1” ","  106o42’18,1”",Air Raksa,
Gambir, Cideng ,"06o09’36,1” ","  106o42’18,1”",Besi (Fe),0
Gambir, Cideng ,"06o09’36,1” ","  106o42’18,1”",Fluorida,0
Gambir, Cideng ,"06o09’36,1” ","  106o42’18,1”",Cadmium,
Gambir, Cideng ,"06o09’36,1” ","  106o42’18,1”",Cadmium, * 
Gambir, Cideng ,"06o09’36,1” ","  106o42’18,1”",Kesadahan (CaCO3),29
Gambir, Cideng ,"06o07’103,4”","  106o43’13,9”",Krom Heksavalen,
Gambir, Cideng ,"06o07’103,4”","  106o43’13,9”",Krom Heksavalen, * 
Gambir, Cideng ,"06o07’103,4”","  106o43’13,9”",Mangan (Mn), <0.05 
Gambir, Cideng ,"06o07’103,4”","  106o43’13,9”",Nitrat,
Gambir, Cideng ,"06o07’103,4”","  106o43’13,9”",Nitrit,
Gambir, Cideng ,"06o07’103,4”","  106o43’13,9”",Nitrat,0.97
Gambir, Cideng ,"06o07’103,4”","  106o43’13,9”",Nitrit,0.003
Gambir, Cideng ,"06o07’103,4”","  106o43’13,9”",pH,7
Gambir, Cideng ,"06o07’103,4”","  106o43’13,9”",Seng (Zn), <0.01 
Gambir, Cideng ,"06o07’103,4”","  106o43’13,9”",Sulfat,
Gambir, Cideng ,"06o07’103,4”","  106o43’13,9”",Timah Hitam (Pb),
Gambir, Cideng ,"06o07’103,4”","  106o43’13,9”",Sulfat,58.27
Gambir, Cideng ,"06o07’103,4”","  106o43’13,9”",Timah Hitam (Pb), * 
Gambir, Cideng ,"06o07’103,4”","  106o43’13,9”",Deterjen,0
Gambir, Cideng ,"06o07’103,4”","  106o43’13,9”",Organik (KMnO4), <0.50 
Gambir, Cideng ,"06o07’103,4”","  106o43’13,9”",Suhu,
Gambir, Cideng ,"06o07’103,4”","  106o43’13,9”",Total Coliform,
Gambir, Cideng ,"06o07’103,4”","  106o43’13,9”",Suhu,25
Gambir, Cideng ,"06o07’103,4”","  106o43’13,9”",Total Coliform,3.4
Gambir, Cideng ,"06o07’103,4”","  106o43’13,9”",E.Coli, -   
Gambir, Cideng ,"06o16’46,4” ","  106o48’10,3”",Indeks Pencemaran,21
Gambir, Cideng ,"06o16’46,4” ","  106o48’10,3”",Kategori, Tercemar Berat 
Gambir, Duri Pulo ,"06o16’46,4” ","  106o48’10,3”",Zat Padat Terlarut,511
Gambir, Duri Pulo ,"06o16’46,4” ","  106o48’10,3”",Kekeruhan,93.07
Gambir, Duri Pulo ,"06o16’46,4” ","  106o48’10,3”",Air Raksa, <0.0003 
Gambir, Duri Pulo ,"06o16’46,4” ","  106o48’10,3”",Zat Padat Terlarut,
Gambir, Duri Pulo ,"06o16’46,4” ","  106o48’10,3”",Kekeruhan,
Gambir, Duri Pulo ,"06o16’46,4” ","  106o48’10,3”",Air Raksa,
Gambir, Duri Pulo ,"06o16’46,4” ","  106o48’10,3”",Besi (Fe),1
Gambir, Duri Pulo ,"06o16’46,4” ","  106o48’10,3”",Fluorida,0
Gambir, Duri Pulo ,"06o16’46,4” ","  106o48’10,3”",Cadmium,
Gambir, Duri Pulo ,"06o16’46,4” ","  106o48’10,3”",Cadmium, * 
Gambir, Duri Pulo ,"06o16’46,4” ","  106o48’10,3”",Kesadahan (CaCO3),121
Gambir, Duri Pulo ,"06o16’46,4” ","  106o48’10,3”",Krom Heksavalen,
Gambir, Duri Pulo ,"06o16’46,4” ","  106o48’10,3”",Krom Heksavalen, * 
Gambir, Duri Pulo ,"06o16’46,4” ","  106o48’10,3”",Mangan (Mn),0
Gambir, Duri Pulo ,"06o16’46,4” ","  106o48’10,3”",Nitrat,
Gambir, Duri Pulo ,"06o16’46,4” ","  106o48’10,3”",Nitrit,
Gambir, Duri Pulo ,"06o16’46,4” ","  106o48’10,3”",Nitrat,2.47
Gambir, Duri Pulo ,"06o16’46,4” ","  106o48’10,3”",Nitrit,0.013
Gambir, Duri Pulo ,"06o15’26,9” ","  106o47’16,9”",pH,7
Gambir, Duri Pulo ,"06o15’26,9” ","  106o47’16,9”",Seng (Zn), <0.01 
Gambir, Duri Pulo ,"06o15’26,9” ","  106o47’16,9”",Sulfat,
Gambir, Duri Pulo ,"06o15’26,9” ","  106o47’16,9”",Timah Hitam (Pb),
Gambir, Duri Pulo ,"06o15’26,9” ","  106o47’16,9”",Sulfat,25.86
Gambir, Duri Pulo ,"06o15’26,9” ","  106o47’16,9”",Timah Hitam (Pb), * 
Gambir, Duri Pulo ,"06o15’26,9” ","  106o47’16,9”",Deterjen,0
Gambir, Duri Pulo ,"06o15’26,9” ","  106o47’16,9”",Organik (KMnO4),20
Gambir, Duri Pulo ,"06o15’26,9” ","  106o47’16,9”",Suhu,
Gambir, Duri Pulo ,"06o15’26,9” ","  106o47’16,9”",Total Coliform,
Gambir, Duri Pulo ,"06o15’26,9” ","  106o47’16,9”",Suhu,25
Gambir, Duri Pulo ,"06o15’26,9” ","  106o47’16,9”",Total Coliform, -   
Gambir, Duri Pulo ,"06o15’26,9” ","  106o47’16,9”",E.Coli, -   
Gambir, Duri Pulo ,"06o15’26,9” ","  106o47’16,9”",Indeks Pencemaran,2
Gambir, Duri Pulo ,"06o15’26,9” ","  106o47’16,9”",Kategori,Tercemar Ringan
Gambir, Kebon Kelapa ,"06o15’26,9” ","  106o47’16,9”",Zat Padat Terlarut,241
Gambir, Kebon Kelapa ,"06o15’26,9” ","  106o47’16,9”",Kekeruhan,1.08
Gambir, Kebon Kelapa ,"06o15’26,9” ","  106o47’16,9”",Air Raksa, <0.0003 
Gambir, Kebon Kelapa ,"06o15’26,9” ","  106o47’16,9”",Zat Padat Terlarut,
Gambir, Kebon Kelapa ,"06o15’26,9” ","  106o47’16,9”",Kekeruhan,
Gambir, Kebon Kelapa ,"06o11’06,3” ","  106o50’52,4”",Air Raksa,
Gambir, Kebon Kelapa ,"06o11’06,3” ","  106o50’52,4”",Besi (Fe), <0.08 
Gambir, Kebon Kelapa ,"06o11’06,3” ","  106o50’52,4”",Fluorida,0
Gambir, Kebon Kelapa ,"06o11’06,3” ","  106o50’52,4”",Cadmium,
Gambir, Kebon Kelapa ,"06o11’06,3” ","  106o50’52,4”",Cadmium, * 
Gambir, Kebon Kelapa ,"06o11’06,3” ","  106o50’52,4”",Kesadahan (CaCO3),40
Gambir, Kebon Kelapa ,"06o11’06,3” ","  106o50’52,4”",Krom Heksavalen,
Gambir, Kebon Kelapa ,"06o11’06,3” ","  106o50’52,4”",Krom Heksavalen, * 
Gambir, Kebon Kelapa ,"06o11’06,3” ","  106o50’52,4”",Mangan (Mn), <0.05 
Gambir, Kebon Kelapa ,"06o11’06,3” ","  106o50’52,4”",Nitrat,
Gambir, Kebon Kelapa ,"06o11’06,3” ","  106o50’52,4”",Nitrit,
Gambir, Kebon Kelapa ,"06o11’06,3” ","  106o50’52,4”",Nitrat,0.31
Gambir, Kebon Kelapa ,"06o11’06,3” ","  106o50’52,4”",Nitrit,0.007
Gambir, Kebon Kelapa ,"06o11’06,3” ","  106o50’52,4”",pH,7
Gambir, Kebon Kelapa ,"06o11’06,3” ","  106o50’52,4”",Seng (Zn),0
Gambir, Kebon Kelapa ,"06o11’06,3” ","  106o50’52,4”",Sulfat,
Gambir, Kebon Kelapa ,"06o11’06,3” ","  106o50’52,4”",Timah Hitam (Pb),
Gambir, Kebon Kelapa ,"06o11’06,3” ","  106o50’52,4”",Sulfat,20.97
Gambir, Kebon Kelapa ,"06o11’06,3” ","  106o50’52,4”",Timah Hitam (Pb), * 
Gambir, Kebon Kelapa ,"06o11’06,3” ","  106o50’52,4”",Deterjen,0
Gambir, Kebon Kelapa ,"06o14’41,52” ","  106o47’26,68”",Organik (KMnO4),0
Gambir, Kebon Kelapa ,"06o14’41,52” ","  106o47’26,68”",Suhu,
Gambir, Kebon Kelapa ,"06o14’41,52” ","  106o47’26,68”",Total Coliform,
Gambir, Kebon Kelapa ,"06o14’41,52” ","  106o47’26,68”",Suhu,23.2
Gambir, Kebon Kelapa ,"06o14’41,52” ","  106o47’26,68”",Total Coliform, -   
Gambir, Kebon Kelapa ,"06o14’41,52” ","  106o47’26,68”",E.Coli, -   
Gambir, Kebon Kelapa ,"06o14’41,52” ","  106o47’26,68”",Indeks Pencemaran,0
Gambir, Kebon Kelapa ,"06o14’41,52” ","  106o47’26,68”",Kategori,Baik
Gambir, Petojo Utara ,"06o14’41,52” ","  106o47’26,68”",Zat Padat Terlarut,246
Gambir, Petojo Utara ,"06o14’41,52” ","  106o47’26,68”",Kekeruhan,2.39
Gambir, Petojo Utara ,"06o14’41,52” ","  106o47’26,68”",Air Raksa, <0.0003 
Gambir, Petojo Utara ,"06o14’41,52” ","  106o47’26,68”",Zat Padat Terlarut,
Gambir, Petojo Utara ,"06o14’41,52” ","  106o47’26,68”",Kekeruhan,
Gambir, Petojo Utara ,"06o14’41,52” ","  106o47’26,68”",Air Raksa,
Gambir, Petojo Utara ,"06o14’41,52” ","  106o47’26,68”",Besi (Fe), <0.08 
Gambir, Petojo Utara ,"06o14’41,52” ","  106o47’26,68”",Fluorida,0
Gambir, Petojo Utara ,"06o14’41,52” ","  106o47’26,68”",Cadmium,
Gambir, Petojo Utara ,"06o14’41,52” ","  106o47’26,68”",Cadmium, * 
Gambir, Petojo Utara ,"06o14’41,52” ","  106o47’26,68”",Kesadahan (CaCO3),40
Gambir, Petojo Utara ,"06o14’41,52” ","  106o47’26,68”",Krom Heksavalen,
Gambir, Petojo Utara ,"06o14’54,1” ","  106o48’09,5”",Krom Heksavalen, * 
Gambir, Petojo Utara ,"06o14’54,1” ","  106o48’09,5”",Mangan (Mn),0
Gambir, Petojo Utara ,"06o14’54,1” ","  106o48’09,5”",Nitrat,
Gambir, Petojo Utara ,"06o14’54,1” ","  106o48’09,5”",Nitrit,
Gambir, Petojo Utara ,"06o14’54,1” ","  106o48’09,5”",Nitrat,0.08
Gambir, Petojo Utara ,"06o14’54,1” ","  106o48’09,5”",Nitrit,0.003
Gambir, Petojo Utara ,"06o14’54,1” ","  106o48’09,5”",pH,7
Gambir, Petojo Utara ,"06o14’54,1” ","  106o48’09,5”",Seng (Zn), <0.01 
Gambir, Petojo Utara ,"06o14’54,1” ","  106o48’09,5”",Sulfat,
Gambir, Petojo Utara ,"06o14’54,1” ","  106o48’09,5”",Timah Hitam (Pb),
Gambir, Petojo Utara ,"06o14’54,1” ","  106o48’09,5”",Sulfat,39.82
Gambir, Petojo Utara ,"06o14’54,1” ","  106o48’09,5”",Timah Hitam (Pb), * 
Gambir, Petojo Utara ,"06o14’54,1” ","  106o48’09,5”",Deterjen,0
Gambir, Petojo Utara ,"06o14’54,1” ","  106o48’09,5”",Organik (KMnO4),0
Gambir, Petojo Utara ,"06o14’54,1” ","  106o48’09,5”",Suhu,
Gambir, Petojo Utara ,"06o14’54,1” ","  106o48’09,5”",Total Coliform,
Gambir, Petojo Utara ,"06o14’54,1” ","  106o48’09,5”",Suhu,23.2
Gambir, Petojo Utara ,"06o14’54,1” ","  106o48’09,5”",Total Coliform,3.6
Gambir, Petojo Utara ,"06o14’54,1” ","  106o48’09,5”",E.Coli, -   
Gambir, Petojo Utara ,"06o14’54,1” ","  106o48’09,5”",Indeks Pencemaran,2
Gambir, Petojo Utara ,"06o14’40,0” ","  106o48’49,3”",Kategori,Tercemar Ringan
Gambir, Gambir ,"06o14’40,0” ","  106o48’49,3”",Zat Padat Terlarut,108
Gambir, Gambir ,"06o14’40,0” ","  106o48’49,3”",Kekeruhan,0.08
Gambir, Gambir ,"06o14’40,0” ","  106o48’49,3”",Air Raksa, <0.0003 
Gambir, Gambir ,"06o14’40,0” ","  106o48’49,3”",Zat Padat Terlarut,
Gambir, Gambir ,"06o14’40,0” ","  106o48’49,3”",Kekeruhan,
Gambir, Gambir ,"06o14’40,0” ","  106o48’49,3”",Air Raksa,
Gambir, Gambir ,"06o14’40,0” ","  106o48’49,3”",Besi (Fe), <0.08 
Gambir, Gambir ,"06o14’40,0” ","  106o48’49,3”",Fluorida, <0.05 
Gambir, Gambir ,"06o14’40,0” ","  106o48’49,3”",Cadmium,
Gambir, Gambir ,"06o14’40,0” ","  106o48’49,3”",Cadmium, * 
Gambir, Gambir ,"06o14’40,0” ","  106o48’49,3”",Kesadahan (CaCO3),69
Gambir, Gambir ,"06o14’40,0” ","  106o48’49,3”",Krom Heksavalen,
Gambir, Gambir ,"06o14’40,0” ","  106o48’49,3”",Krom Heksavalen, * 
Gambir, Gambir ,"06o14’40,0” ","  106o48’49,3”",Mangan (Mn), <0.05 
Gambir, Gambir ,"06o14’40,0” ","  106o48’49,3”",Nitrat,
Gambir, Gambir ,"06o14’40,0” ","  106o48’49,3”",Nitrit,
Gambir, Gambir ,"06o14’40,0” ","  106o48’49,3”",Nitrat,1.3
Gambir, Gambir ,"06o14’40,0” ","  106o48’49,3”",Nitrit,0.003
Gambir, Gambir ,"06o14’40,0” ","  106o48’49,3”",pH,7
Gambir, Gambir ,"06o15’03,6” ","  106o48’36,1”",Seng (Zn), <0.01 
Gambir, Gambir ,"06o15’03,6” ","  106o48’36,1”",Sulfat,
Gambir, Gambir ,"06o15’03,6” ","  106o48’36,1”",Timah Hitam (Pb),
Gambir, Gambir ,"06o15’03,6” ","  106o48’36,1”",Sulfat,15.15
Gambir, Gambir ,"06o15’03,6” ","  106o48’36,1”",Timah Hitam (Pb), * 
Gambir, Gambir ,"06o15’03,6” ","  106o48’36,1”",Deterjen,0
Gambir, Gambir ,"06o15’03,6” ","  106o48’36,1”",Organik (KMnO4),1
Gambir, Gambir ,"06o15’03,6” ","  106o48’36,1”",Suhu,
Gambir, Gambir ,"06o15’03,6” ","  106o48’36,1”",Total Coliform,
Gambir, Gambir ,"06o15’03,6” ","  106o48’36,1”",Suhu,23.2
Gambir, Gambir ,"06o15’03,6” ","  106o48’36,1”",Total Coliform, 32.000.000
Gambir, Gambir ,"06o15’03,6” ","  106o48’36,1”",E.Coli, -   
Gambir, Gambir ,"06o15’03,6” ","  106o48’36,1”",Indeks Pencemaran,21
Gambir, Gambir ,"06o15’03,6” ","  106o48’36,1”",Kategori, Tercemar Berat 
Gambir, Petojo Selatan ,"06o15’03,6” ","  106o48’36,1”",Zat Padat Terlarut,361
Gambir, Petojo Selatan ,"06o15’03,6” ","  106o48’36,1”",Kekeruhan,5.44
Gambir, Petojo Selatan ,"06o15’03,6” ","  106o48’36,1”",Air Raksa, <0.0003 
Gambir, Petojo Selatan ,"06o15’03,6” ","  106o48’36,1”",Zat Padat Terlarut,
Gambir, Petojo Selatan ,"06o15’03,6” ","  106o48’36,1”",Kekeruhan,
Gambir, Petojo Selatan ,"06o15’03,6” ","  106o48’36,1”",Air Raksa,
Gambir, Petojo Selatan ,"06o14’17,4” ","  106o48’58,4”",Besi (Fe), <0.08 
Gambir, Petojo Selatan ,"06o14’17,4” ","  106o48’58,4”",Fluorida,0
Gambir, Petojo Selatan ,"06o14’17,4” ","  106o48’58,4”",Cadmium,
Gambir, Petojo Selatan ,"06o14’17,4” ","  106o48’58,4”",Cadmium, * 
Gambir, Petojo Selatan ,"06o14’17,4” ","  106o48’58,4”",Kesadahan (CaCO3),70
Gambir, Petojo Selatan ,"06o14’17,4” ","  106o48’58,4”",Krom Heksavalen,
Gambir, Petojo Selatan ,"06o14’17,4” ","  106o48’58,4”",Krom Heksavalen, * 
Gambir, Petojo Selatan ,"06o14’17,4” ","  106o48’58,4”",Mangan (Mn),0
Gambir, Petojo Selatan ,"06o14’17,4” ","  106o48’58,4”",Nitrat,
