kecamatan,kelurahan,lintang_selatan,bujur_timur,parameter,hasil_analisa
Mampang Prapatan,Pela Mampang,"06o12’44,3”","106o48’54,9”",Krom Heksavalen,
Mampang Prapatan,Pela Mampang,"06o12’44,3”","106o48’54,9”",Krom Heksavalen, * 
Mampang Prapatan,Pela Mampang,"06o12’44,3”","106o48’54,9”",Mangan (Mn),0
Mampang Prapatan,Pela Mampang,"06o12’44,3”","106o48’54,9”",Nitrat,
Mampang Prapatan,Pela Mampang,"06o12’44,3”","106o48’54,9”",Nitrit,
Mampang Prapatan,Pela Mampang,"06o12’44,3”","106o48’54,9”",Nitrat, * 
Mampang Prapatan,Pela Mampang,"06o12’44,3”","106o48’54,9”",Nitrit, <0.03 
Mampang Prapatan,Pela Mampang,"06o12’44,3”","106o48’54,9”",pH,7
Mampang Prapatan,Pela Mampang,"06o12’44,3”","106o48’54,9”",Seng (Zn), <0.01 
Mampang Prapatan,Pela Mampang,"06o12’44,3”","106o48’54,9”",Sulfat,
Mampang Prapatan,Pela Mampang,"06o12’44,3”","106o48’54,9”",Timah Hitam (Pb),
Mampang Prapatan,Pela Mampang,"06o12’44,3”","106o48’54,9”",Sulfat,43.35
Mampang Prapatan,Pela Mampang,"06o12’44,3”","106o48’54,9”",Timah Hitam (Pb), * 
Mampang Prapatan,Pela Mampang,"06o12’44,3”","106o48’54,9”",Deterjen,0
Mampang Prapatan,Pela Mampang,"06o12’44,3”","106o48’54,9”",Organik (KMnO4),1
Mampang Prapatan,Pela Mampang,"06o12’44,3”","106o48’54,9”",Suhu,
Mampang Prapatan,Pela Mampang,"06o12’44,3”","106o48’54,9”",Total Coliform,
Mampang Prapatan,Pela Mampang,"06o12’44,3”","106o48’54,9”",Suhu,24
Mampang Prapatan,Pela Mampang,"06o12’44,3”","106o48’54,9”",Total Coliform,5.2
Mampang Prapatan,Pela Mampang,"06o11’27,6”","106o48’52,8”",E.Coli,1.3
Mampang Prapatan,Pela Mampang,"06o11’27,6”","106o48’52,8”",Indeks Pencemaran,7
Mampang Prapatan,Pela Mampang,"06o11’27,6”","106o48’52,8”",Kategori,Tercemar Sedang 
Matraman, Kayu Manis ,"06o11’27,6”","106o48’52,8”",Zat Padat Terlarut,218
Matraman, Kayu Manis ,"06o11’27,6”","106o48’52,8”",Kekeruhan,0.01
Matraman, Kayu Manis ,"06o11’27,6”","106o48’52,8”",Air Raksa, <0.0003 
Matraman, Kayu Manis ,"06o11’27,6”","106o48’52,8”",Zat Padat Terlarut,
Matraman, Kayu Manis ,"06o11’27,6”","106o48’52,8”",Kekeruhan,
Matraman, Kayu Manis ,"06o11’27,6”","106o48’52,8”",Air Raksa,
Matraman, Kayu Manis ,"06o11’27,6”","106o48’52,8”",Besi (Fe), <0.08 
Matraman, Kayu Manis ,"06o11’27,6”","106o48’52,8”",Fluorida, <0.05 
Matraman, Kayu Manis ,"06o11’27,6”","106o48’52,8”",Cadmium,
Matraman, Kayu Manis ,"06o11’27,6”","106o48’52,8”",Cadmium, * 
Matraman, Kayu Manis ,"06o11’27,6”","106o48’52,8”",Kesadahan (CaCO3),101
Matraman, Kayu Manis ,"06o11’27,6”","106o48’52,8”",Krom Heksavalen,
Matraman, Kayu Manis ,"06o11’27,6”","106o48’52,8”",Krom Heksavalen, * 
Matraman, Kayu Manis ,"06o11’27,6”","106o48’52,8”",Mangan (Mn),0
Matraman, Kayu Manis ,"06o11’27,6”","106o48’52,8”",Nitrat,
Matraman, Kayu Manis ,"06o11’27,6”","106o48’52,8”",Nitrit,
Matraman, Kayu Manis ,"06o11’27,6”","106o48’52,8”",Nitrat,3.65
Matraman, Kayu Manis ,"06o11’28,4”","106o48’46,0”",Nitrit,0.013
Matraman, Kayu Manis ,"06o11’28,4”","106o48’46,0”",pH,6
Matraman, Kayu Manis ,"06o11’28,4”","106o48’46,0”",Seng (Zn),0
Matraman, Kayu Manis ,"06o11’28,4”","106o48’46,0”",Sulfat,
Matraman, Kayu Manis ,"06o11’28,4”","106o48’46,0”",Timah Hitam (Pb),
Matraman, Kayu Manis ,"06o11’28,4”","106o48’46,0”",Sulfat,27.56
Matraman, Kayu Manis ,"06o11’28,4”","106o48’46,0”",Timah Hitam (Pb), * 
Matraman, Kayu Manis ,"06o11’28,4”","106o48’46,0”",Deterjen,0
Matraman, Kayu Manis ,"06o11’28,4”","106o48’46,0”",Organik (KMnO4),2
Matraman, Kayu Manis ,"06o11’28,4”","106o48’46,0”",Suhu,
Matraman, Kayu Manis ,"06o11’28,4”","106o48’46,0”",Total Coliform,
Matraman, Kayu Manis ,"06o11’28,4”","106o48’46,0”",Suhu,24.8
Matraman, Kayu Manis ,"06o11’28,4”","106o48’46,0”",Total Coliform,500
Matraman, Kayu Manis ,"06o11’28,4”","106o48’46,0”",E.Coli, -   
Matraman, Kayu Manis ,"06o11’28,4”","106o48’46,0”",Indeks Pencemaran,4
Matraman, Kayu Manis ,"06o11’28,4”","106o48’46,0”",Kategori,Tercemar Ringan
Matraman, Kebon Manggis ,"06o11’28,4”","106o48’46,0”",Zat Padat Terlarut,174
Matraman, Kebon Manggis ,"06o11’28,4”","106o48’46,0”",Kekeruhan,0.01
Matraman, Kebon Manggis ,"06o11’28,4”","106o48’46,0”",Air Raksa, <0.0003 
Matraman, Kebon Manggis ,"06o11’28,4”","106o48’46,0”",Zat Padat Terlarut,
Matraman, Kebon Manggis ,"06o11’35,5”","106o48’28,1”",Kekeruhan,
Matraman, Kebon Manggis ,"06o11’35,5”","106o48’28,1”",Air Raksa,
Matraman, Kebon Manggis ,"06o11’35,5”","106o48’28,1”",Besi (Fe), <0.08 
Matraman, Kebon Manggis ,"06o11’35,5”","106o48’28,1”",Fluorida, <0.05 
Matraman, Kebon Manggis ,"06o11’35,5”","106o48’28,1”",Cadmium,
Matraman, Kebon Manggis ,"06o11’35,5”","106o48’28,1”",Cadmium, * 
Matraman, Kebon Manggis ,"06o11’35,5”","106o48’28,1”",Kesadahan (CaCO3),65
Matraman, Kebon Manggis ,"06o11’35,5”","106o48’28,1”",Krom Heksavalen,
Matraman, Kebon Manggis ,"06o11’35,5”","106o48’28,1”",Krom Heksavalen, * 
Matraman, Kebon Manggis ,"06o11’35,5”","106o48’28,1”",Mangan (Mn), <0.05 
Matraman, Kebon Manggis ,"06o11’35,5”","106o48’28,1”",Nitrat,
Matraman, Kebon Manggis ,"06o11’35,5”","106o48’28,1”",Nitrit,
Matraman, Kebon Manggis ,"06o11’35,5”","106o48’28,1”",Nitrat,3.52
Matraman, Kebon Manggis ,"06o11’35,5”","106o48’28,1”",Nitrit,0.003
Matraman, Kebon Manggis ,"06o11’35,5”","106o48’28,1”",pH,6
Matraman, Kebon Manggis ,"06o11’35,5”","106o48’28,1”",Seng (Zn), <0.01 
Matraman, Kebon Manggis ,"06o11’35,5”","106o48’28,1”",Sulfat,
Matraman, Kebon Manggis ,"06o11’35,5”","106o48’28,1”",Timah Hitam (Pb),
Matraman, Kebon Manggis ,"06o11’35,5”","106o48’28,1”",Sulfat,15.45
Matraman, Kebon Manggis ,"06o11’35,5”","106o48’28,1”",Timah Hitam (Pb), * 
Matraman, Kebon Manggis ,"06o06’51,0”","106o53’66,0”",Deterjen,0
Matraman, Kebon Manggis ,"06o06’51,0”","106o53’66,0”",Organik (KMnO4),3
Matraman, Kebon Manggis ,"06o06’51,0”","106o53’66,0”",Suhu,
Matraman, Kebon Manggis ,"06o06’51,0”","106o53’66,0”",Total Coliform,
Matraman, Kebon Manggis ,"06o06’51,0”","106o53’66,0”",Suhu,24.6
Matraman, Kebon Manggis ,"06o06’51,0”","106o53’66,0”",Total Coliform, -   
Matraman, Kebon Manggis ,"06o06’51,0”","106o53’66,0”",E.Coli, -   
Matraman, Palmeriam ,"06o06’51,0”","106o53’66,0”",Indeks Pencemaran,1
Matraman, Palmeriam ,"06o06’51,0”","106o53’66,0”",Kategori,Tercemar Ringan
Matraman, Palmeriam ,"06o06’51,0”","106o53’66,0”",Zat Padat Terlarut,142
Matraman, Palmeriam ,"06o06’51,0”","106o53’66,0”",Kekeruhan,0.01
Matraman, Palmeriam ,"06o06’51,0”","106o53’66,0”",Air Raksa, <0.0003 
Matraman, Palmeriam ,"06o06’51,0”","106o53’66,0”",Zat Padat Terlarut,
Matraman, Palmeriam ,"06o06’51,0”","106o53’66,0”",Kekeruhan,
Matraman, Palmeriam ,"06o06’51,0”","106o53’66,0”",Air Raksa,
Matraman, Palmeriam ,"06o06’51,0”","106o53’66,0”",Besi (Fe), <0.08 
Matraman, Palmeriam ,"06o06’51,0”","106o53’66,0”",Fluorida,0
Matraman, Palmeriam ,"06o06’51,0”","106o53’66,0”",Cadmium,
Matraman, Palmeriam ,"06o06’51,0”","106o53’66,0”",Cadmium, * 
Matraman, Palmeriam ,"06o06’51,0”","106o53’66,0”",Kesadahan (CaCO3),81
Matraman, Palmeriam ,"06o07’48,7”","106o52’28,8”",Krom Heksavalen,
Matraman, Palmeriam ,"06o07’48,7”","106o52’28,8”",Krom Heksavalen, * 
Matraman, Palmeriam ,"06o07’48,7”","106o52’28,8”",Mangan (Mn), <0.05 
Matraman, Palmeriam ,"06o07’48,7”","106o52’28,8”",Nitrat,
Matraman, Palmeriam ,"06o07’48,7”","106o52’28,8”",Nitrit,
Matraman, Palmeriam ,"06o07’48,7”","106o52’28,8”",Nitrat,2.98
Matraman, Palmeriam ,"06o07’48,7”","106o52’28,8”",Nitrit, <0.003 
Matraman, Palmeriam ,"06o07’48,7”","106o52’28,8”",pH,6
Matraman, Palmeriam ,"06o07’48,7”","106o52’28,8”",Seng (Zn), <0.01 
Matraman, Palmeriam ,"06o07’48,7”","106o52’28,8”",Sulfat,
Matraman, Palmeriam ,"06o07’48,7”","106o52’28,8”",Timah Hitam (Pb),
Matraman, Palmeriam ,"06o07’48,7”","106o52’28,8”",Sulfat,36.36
Matraman, Palmeriam ,"06o07’48,7”","106o52’28,8”",Timah Hitam (Pb), * 
Matraman, Palmeriam ,"06o07’48,7”","106o52’28,8”",Deterjen,0
Matraman, Palmeriam ,"06o07’48,7”","106o52’28,8”",Organik (KMnO4),3
Matraman, Palmeriam ,"06o07’48,7”","106o52’28,8”",Suhu,
Matraman, Palmeriam ,"06o07’48,7”","106o52’28,8”",Total Coliform,
Matraman, Palmeriam ,"06o07’48,7”","106o52’28,8”",Suhu,24.9
Matraman, Palmeriam ,"06o07’48,7”","106o52’28,8”",Total Coliform, -   
Matraman, Palmeriam ,"06o07’48,7”","106o52’28,8”",E.Coli, -   
Matraman, Palmeriam ,"06o07’09,5”","106o53’02,0”",Indeks Pencemaran,0
Matraman, Palmeriam ,"06o07’09,5”","106o53’02,0”",Kategori,Baik
Matraman, Pisangan Baru ,"06o07’09,5”","106o53’02,0”",Zat Padat Terlarut,244
Matraman, Pisangan Baru ,"06o07’09,5”","106o53’02,0”",Kekeruhan,0.14
Matraman, Pisangan Baru ,"06o07’09,5”","106o53’02,0”",Air Raksa, <0.0003 
Matraman, Pisangan Baru ,"06o07’09,5”","106o53’02,0”",Zat Padat Terlarut,
Matraman, Pisangan Baru ,"06o07’09,5”","106o53’02,0”",Kekeruhan,
Matraman, Pisangan Baru ,"06o07’09,5”","106o53’02,0”",Air Raksa,
Matraman, Pisangan Baru ,"06o07’09,5”","106o53’02,0”",Besi (Fe), <0.08 
Matraman, Pisangan Baru ,"06o07’09,5”","106o53’02,0”",Fluorida, <0.05 
Matraman, Pisangan Baru ,"06o07’09,5”","106o53’02,0”",Cadmium,
Matraman, Pisangan Baru ,"06o07’09,5”","106o53’02,0”",Cadmium, * 
Matraman, Pisangan Baru ,"06o07’09,5”","106o53’02,0”",Kesadahan (CaCO3),82
Matraman, Pisangan Baru ,"06o07’09,5”","106o53’02,0”",Krom Heksavalen,
Matraman, Pisangan Baru ,"06o07’09,5”","106o53’02,0”",Krom Heksavalen, * 
Matraman, Pisangan Baru ,"06o07’09,5”","106o53’02,0”",Mangan (Mn), <0.05 
Matraman, Pisangan Baru ,"06o07’09,5”","106o53’02,0”",Nitrat,
Matraman, Pisangan Baru ,"06o07’09,5”","106o53’02,0”",Nitrit,
Matraman, Pisangan Baru ,"06o07’09,5”","106o53’02,0”",Nitrat,2.19
Matraman, Pisangan Baru ,"06o07’09,5”","106o53’02,0”",Nitrit,0.032
Matraman, Pisangan Baru ,"06o08’21,5”","106o52’17,1”",pH,7
Matraman, Pisangan Baru ,"06o08’21,5”","106o52’17,1”",Seng (Zn), <0.01 
Matraman, Pisangan Baru ,"06o08’21,5”","106o52’17,1”",Sulfat,
Matraman, Pisangan Baru ,"06o08’21,5”","106o52’17,1”",Timah Hitam (Pb),
Matraman, Pisangan Baru ,"06o08’21,5”","106o52’17,1”",Sulfat,24.69
Matraman, Pisangan Baru ,"06o08’21,5”","106o52’17,1”",Timah Hitam (Pb), * 
Matraman, Pisangan Baru ,"06o08’21,5”","106o52’17,1”",Deterjen,0
Matraman, Pisangan Baru ,"06o08’21,5”","106o52’17,1”",Organik (KMnO4),3
Matraman, Pisangan Baru ,"06o08’21,5”","106o52’17,1”",Suhu,
Matraman, Pisangan Baru ,"06o08’21,5”","106o52’17,1”",Total Coliform,
Matraman, Pisangan Baru ,"06o08’21,5”","106o52’17,1”",Suhu,24.7
Matraman, Pisangan Baru ,"06o08’21,5”","106o52’17,1”",Total Coliform,200
Matraman, Pisangan Baru ,"06o08’21,5”","106o52’17,1”",E.Coli, -   
Matraman, Pisangan Baru ,"06o08’21,5”","106o52’17,1”",Indeks Pencemaran,2
Matraman, Pisangan Baru ,"06o08’21,5”","106o52’17,1”",Kategori,Tercemar Ringan
Matraman, Utan Kayu Selatan ,"06o08’21,5”","106o52’17,1”",Zat Padat Terlarut,366
Matraman, Utan Kayu Selatan ,"06o08’21,5”","106o52’17,1”",Kekeruhan,3.5
Matraman, Utan Kayu Selatan ,"06o08’21,5”","106o52’17,1”",Air Raksa, <0.0003 
Matraman, Utan Kayu Selatan ,"06o08’21,5”","106o52’17,1”",Zat Padat Terlarut,
Matraman, Utan Kayu Selatan ,"06o08’21,5”","106o52’17,1”",Kekeruhan,
Matraman, Utan Kayu Selatan ,"06o08’57,3”","106o52’01,4”",Air Raksa,
Matraman, Utan Kayu Selatan ,"06o08’57,3”","106o52’01,4”",Besi (Fe), <0.08 
Matraman, Utan Kayu Selatan ,"06o08’57,3”","106o52’01,4”",Fluorida,0
Matraman, Utan Kayu Selatan ,"06o08’57,3”","106o52’01,4”",Cadmium,
Matraman, Utan Kayu Selatan ,"06o08’57,3”","106o52’01,4”",Cadmium, * 
Matraman, Utan Kayu Selatan ,"06o08’57,3”","106o52’01,4”",Kesadahan (CaCO3),163
Matraman, Utan Kayu Selatan ,"06o08’57,3”","106o52’01,4”",Krom Heksavalen,
Matraman, Utan Kayu Selatan ,"06o08’57,3”","106o52’01,4”",Krom Heksavalen, * 
Matraman, Utan Kayu Selatan ,"06o08’57,3”","106o52’01,4”",Mangan (Mn), <0.05 
Matraman, Utan Kayu Selatan ,"06o08’57,3”","106o52’01,4”",Nitrat,
Matraman, Utan Kayu Selatan ,"06o08’57,3”","106o52’01,4”",Nitrit,
Matraman, Utan Kayu Selatan ,"06o08’57,3”","106o52’01,4”",Nitrat,0.01
Matraman, Utan Kayu Selatan ,"06o08’57,3”","106o52’01,4”",Nitrit,0.004
Matraman, Utan Kayu Selatan ,"06o08’57,3”","106o52’01,4”",pH,7
Matraman, Utan Kayu Selatan ,"06o08’57,3”","106o52’01,4”",Seng (Zn),0
Matraman, Utan Kayu Selatan ,"06o08’57,3”","106o52’01,4”",Sulfat,
Matraman, Utan Kayu Selatan ,"06o08’57,3”","106o52’01,4”",Timah Hitam (Pb),
Matraman, Utan Kayu Selatan ,"06o08’57,3”","106o52’01,4”",Sulfat,27.13
Matraman, Utan Kayu Selatan ,"06o08’57,3”","106o52’01,4”",Timah Hitam (Pb), * 
Matraman, Utan Kayu Selatan ,"06o08’57,3”","106o52’01,4”",Deterjen,0
Matraman, Utan Kayu Selatan ,"06o06’48,79”","106o52’49,04”",Organik (KMnO4),2
Matraman, Utan Kayu Selatan ,"06o06’48,79”","106o52’49,04”",Suhu,
Matraman, Utan Kayu Selatan ,"06o06’48,79”","106o52’49,04”",Total Coliform,
Matraman, Utan Kayu Selatan ,"06o06’48,79”","106o52’49,04”",Suhu,25
Matraman, Utan Kayu Selatan ,"06o06’48,79”","106o52’49,04”",Total Coliform,100
Matraman, Utan Kayu Selatan ,"06o06’48,79”","106o52’49,04”",E.Coli, -   
Matraman, Utan Kayu Selatan ,"06o06’48,79”","106o52’49,04”",Indeks Pencemaran,1
Matraman, Utan Kayu Selatan ,"06o06’48,79”","106o52’49,04”",Kategori,Tercemar Ringan
Matraman, Utan Kayu Utara ,"06o06’48,79”","106o52’49,04”",Zat Padat Terlarut,342
Matraman, Utan Kayu Utara ,"06o06’48,79”","106o52’49,04”",Kekeruhan,0.01
Matraman, Utan Kayu Utara ,"06o06’48,79”","106o52’49,04”",Air Raksa, <0.0003 
Matraman, Utan Kayu Utara ,"06o06’48,79”","106o52’49,04”",Zat Padat Terlarut,
Matraman, Utan Kayu Utara ,"06o06’48,79”","106o52’49,04”",Kekeruhan,
Matraman, Utan Kayu Utara ,"06o06’48,79”","106o52’49,04”",Air Raksa,
Matraman, Utan Kayu Utara ,"06o06’48,79”","106o52’49,04”",Besi (Fe), <0.08 
Matraman, Utan Kayu Utara ,"06o06’48,79”","106o52’49,04”",Fluorida,0
Matraman, Utan Kayu Utara ,"06o06’48,79”","106o52’49,04”",Cadmium,
Matraman, Utan Kayu Utara ,"06o06’48,79”","106o52’49,04”",Cadmium, * 
Matraman, Utan Kayu Utara ,"06o06’48,79”","106o52’49,04”",Kesadahan (CaCO3),168
Matraman, Utan Kayu Utara ,"06o06’48,79”","106o52’49,04”",Krom Heksavalen,
Matraman, Utan Kayu Utara ,"06o07’27,9”","106o52’36,0”",Krom Heksavalen, * 
Matraman, Utan Kayu Utara ,"06o07’27,9”","106o52’36,0”",Mangan (Mn), <0.05 
Matraman, Utan Kayu Utara ,"06o07’27,9”","106o52’36,0”",Nitrat,
Matraman, Utan Kayu Utara ,"06o07’27,9”","106o52’36,0”",Nitrit,
Matraman, Utan Kayu Utara ,"06o07’27,9”","106o52’36,0”",Nitrat,2.54
Matraman, Utan Kayu Utara ,"06o07’27,9”","106o52’36,0”",Nitrit,0.003
Matraman, Utan Kayu Utara ,"06o07’27,9”","106o52’36,0”",pH,7
Matraman, Utan Kayu Utara ,"06o07’27,9”","106o52’36,0”",Seng (Zn), <0.01 
Matraman, Utan Kayu Utara ,"06o07’27,9”","106o52’36,0”",Sulfat,
Matraman, Utan Kayu Utara ,"06o07’27,9”","106o52’36,0”",Timah Hitam (Pb),
Matraman, Utan Kayu Utara ,"06o07’27,9”","106o52’36,0”",Sulfat,52.43
Matraman, Utan Kayu Utara ,"06o07’27,9”","106o52’36,0”",Timah Hitam (Pb), * 
Matraman, Utan Kayu Utara ,"06o07’27,9”","106o52’36,0”",Deterjen,0
Matraman, Utan Kayu Utara ,"06o07’27,9”","106o52’36,0”",Organik (KMnO4),2
Matraman, Utan Kayu Utara ,"06o07’27,9”","106o52’36,0”",Suhu,
Matraman, Utan Kayu Utara ,"06o07’27,9”","106o52’36,0”",Total Coliform,
Matraman, Utan Kayu Utara ,"06o07’27,9”","106o52’36,0”",Suhu,25
Matraman, Utan Kayu Utara ,"06o07’27,9”","106o52’36,0”",Total Coliform, -   
Matraman, Utan Kayu Utara ,"06o07’27,9”","106o52’36,0”",E.Coli, -   
Matraman, Utan Kayu Utara ,"06o07’27,9”","106o52’36,0”",Indeks Pencemaran,1
Matraman, Utan Kayu Utara ,"06o12’12,7” ","  106o45’25,1”",Kategori,Tercemar Ringan
Menteng, Cikini ,"06o12’12,7” ","  106o45’25,1”",Zat Padat Terlarut,199
Menteng, Cikini ,"06o12’12,7” ","  106o45’25,1”",Kekeruhan,0.23
Menteng, Cikini ,"06o12’12,7” ","  106o45’25,1”",Air Raksa, <0.0003 
Menteng, Cikini ,"06o12’12,7” ","  106o45’25,1”",Zat Padat Terlarut,
Menteng, Cikini ,"06o12’12,7” ","  106o45’25,1”",Kekeruhan,
Menteng, Cikini ,"06o12’12,7” ","  106o45’25,1”",Air Raksa,
Menteng, Cikini ,"06o12’12,7” ","  106o45’25,1”",Besi (Fe), <0.08 
Menteng, Cikini ,"06o12’12,7” ","  106o45’25,1”",Fluorida, <0.05 
Menteng, Cikini ,"06o12’12,7” ","  106o45’25,1”",Cadmium,
Menteng, Cikini ,"06o12’12,7” ","  106o45’25,1”",Cadmium, * 
Menteng, Cikini ,"06o12’12,7” ","  106o45’25,1”",Kesadahan (CaCO3),82.33
Menteng, Cikini ,"06o12’12,7” ","  106o45’25,1”",Krom Heksavalen,
Menteng, Cikini ,"06o12’12,7” ","  106o45’25,1”",Krom Heksavalen, * 
Menteng, Cikini ,"06o12’12,7” ","  106o45’25,1”",Mangan (Mn),0
Menteng, Cikini ,"06o12’12,7” ","  106o45’25,1”",Nitrat,
Menteng, Cikini ,"06o12’12,7” ","  106o45’25,1”",Nitrit,
Menteng, Cikini ,"06o12’12,7” ","  106o45’25,1”",Nitrat,1.65
Menteng, Cikini ,"06o12’12,7” ","  106o45’25,1”",Nitrit,0.01
Menteng, Cikini ,"06o12’12,7” ","  106o45’25,1”",pH,6
Menteng, Cikini ,"06o13’27,3” ","  106o51’40,0”",Seng (Zn), <0.01 
Menteng, Cikini ,"06o13’27,3” ","  106o51’40,0”",Sulfat,
Menteng, Cikini ,"06o13’27,3” ","  106o51’40,0”",Timah Hitam (Pb),
Menteng, Cikini ,"06o13’27,3” ","  106o51’40,0”",Sulfat,45.91
Menteng, Cikini ,"06o13’27,3” ","  106o51’40,0”",Timah Hitam (Pb), * 
Menteng, Cikini ,"06o13’27,3” ","  106o51’40,0”",Deterjen,0
Menteng, Cikini ,"06o13’27,3” ","  106o51’40,0”",Organik (KMnO4), <0.50 
Menteng, Cikini ,"06o13’27,3” ","  106o51’40,0”",Suhu,
Menteng, Cikini ,"06o13’27,3” ","  106o51’40,0”",Total Coliform,
Menteng, Cikini ,"06o13’27,3” ","  106o51’40,0”",Suhu,23.4
Menteng, Cikini ,"06o13’27,3” ","  106o51’40,0”",Total Coliform,600
Menteng, Cikini ,"06o13’27,3” ","  106o51’40,0”",E.Coli,300
Menteng, Cikini ,"06o13’27,3” ","  106o51’40,0”",Indeks Pencemaran,4
Menteng, Cikini ,"06o13’27,3” ","  106o51’40,0”",Kategori,Tercemar Ringan
Menteng, Gondangdia ,"06o13’27,3” ","  106o51’40,0”",Zat Padat Terlarut,113
Menteng, Gondangdia ,"06o13’27,3” ","  106o51’40,0”",Kekeruhan,17.41
Menteng, Gondangdia ,"06o13’27,3” ","  106o51’40,0”",Air Raksa, <0.0003 
Menteng, Gondangdia ,"06o13’27,3” ","  106o51’40,0”",Zat Padat Terlarut,
Menteng, Gondangdia ,"06o13’27,3” ","  106o51’40,0”",Kekeruhan,
Menteng, Gondangdia ,"06o13’27,3” ","  106o51’40,0”",Air Raksa,
Menteng, Gondangdia ,"06o13’55,7” ","  106o51’33,9”",Besi (Fe),0
Menteng, Gondangdia ,"06o13’55,7” ","  106o51’33,9”",Fluorida, <0.05 
Menteng, Gondangdia ,"06o13’55,7” ","  106o51’33,9”",Cadmium,
Menteng, Gondangdia ,"06o13’55,7” ","  106o51’33,9”",Cadmium, * 
Menteng, Gondangdia ,"06o13’55,7” ","  106o51’33,9”",Kesadahan (CaCO3),49
Menteng, Gondangdia ,"06o13’55,7” ","  106o51’33,9”",Krom Heksavalen,
Menteng, Gondangdia ,"06o13’55,7” ","  106o51’33,9”",Krom Heksavalen, * 
Menteng, Gondangdia ,"06o13’55,7” ","  106o51’33,9”",Mangan (Mn), <0.05 
Menteng, Gondangdia ,"06o13’55,7” ","  106o51’33,9”",Nitrat,
Menteng, Gondangdia ,"06o13’55,7” ","  106o51’33,9”",Nitrit,
Menteng, Gondangdia ,"06o13’55,7” ","  106o51’33,9”",Nitrat,0.81
Menteng, Gondangdia ,"06o13’55,7” ","  106o51’33,9”",Nitrit,0.131
Menteng, Gondangdia ,"06o13’55,7” ","  106o51’33,9”",pH,7
Menteng, Gondangdia ,"06o13’55,7” ","  106o51’33,9”",Seng (Zn),0
Menteng, Gondangdia ,"06o13’55,7” ","  106o51’33,9”",Sulfat,
Menteng, Gondangdia ,"06o13’55,7” ","  106o51’33,9”",Timah Hitam (Pb),
Menteng, Gondangdia ,"06o13’55,7” ","  106o51’33,9”",Sulfat,27.24
Menteng, Gondangdia ,"06o13’55,7” ","  106o51’33,9”",Timah Hitam (Pb), * 
Menteng, Gondangdia ,"06o13’55,7” ","  106o51’33,9”",Deterjen,0
Menteng, Gondangdia ,"06o13’55,7” ","  106o51’33,9”",Organik (KMnO4),2
Menteng, Gondangdia ,"06o13’04,1” ","  106o51’05,4”",Suhu,
Menteng, Gondangdia ,"06o13’04,1” ","  106o51’05,4”",Total Coliform,
Menteng, Gondangdia ,"06o13’04,1” ","  106o51’05,4”",Suhu,23.6
Menteng, Gondangdia ,"06o13’04,1” ","  106o51’05,4”",Total Coliform,2.6
Menteng, Gondangdia ,"06o13’04,1” ","  106o51’05,4”",E.Coli,300
Menteng, Gondangdia ,"06o13’04,1” ","  106o51’05,4”",Indeks Pencemaran,6
Menteng, Gondangdia ,"06o13’04,1” ","  106o51’05,4”",Kategori,Tercemar Sedang 
Menteng, Kebon Sirih ,"06o13’04,1” ","  106o51’05,4”",Zat Padat Terlarut,247
Menteng, Kebon Sirih ,"06o13’04,1” ","  106o51’05,4”",Kekeruhan,27.45
Menteng, Kebon Sirih ,"06o13’04,1” ","  106o51’05,4”",Air Raksa, <0.0003 
Menteng, Kebon Sirih ,"06o13’04,1” ","  106o51’05,4”",Zat Padat Terlarut,
Menteng, Kebon Sirih ,"06o13’04,1” ","  106o51’05,4”",Kekeruhan,
Menteng, Kebon Sirih ,"06o13’04,1” ","  106o51’05,4”",Air Raksa,
Menteng, Kebon Sirih ,"06o13’04,1” ","  106o51’05,4”",Besi (Fe),0
Menteng, Kebon Sirih ,"06o13’04,1” ","  106o51’05,4”",Fluorida,0
Menteng, Kebon Sirih ,"06o13’04,1” ","  106o51’05,4”",Cadmium,
Menteng, Kebon Sirih ,"06o13’04,1” ","  106o51’05,4”",Cadmium, * 
Menteng, Kebon Sirih ,"06o13’04,1” ","  106o51’05,4”",Kesadahan (CaCO3),89
Menteng, Kebon Sirih ,"06o13’04,1” ","  106o51’05,4”",Krom Heksavalen,
Menteng, Kebon Sirih ,"06o13’04,1” ","  106o51’05,4”",Krom Heksavalen, * 
Menteng, Kebon Sirih ,"06o13’03,7” ","  106o50’50,2”",Mangan (Mn),0
Menteng, Kebon Sirih ,"06o13’03,7” ","  106o50’50,2”",Nitrat,
Menteng, Kebon Sirih ,"06o13’03,7” ","  106o50’50,2”",Nitrit,
Menteng, Kebon Sirih ,"06o13’03,7” ","  106o50’50,2”",Nitrat,0.22
Menteng, Kebon Sirih ,"06o13’03,7” ","  106o50’50,2”",Nitrit,0.008
Menteng, Kebon Sirih ,"06o13’03,7” ","  106o50’50,2”",pH,7
Menteng, Kebon Sirih ,"06o13’03,7” ","  106o50’50,2”",Seng (Zn), <0.01 
Menteng, Kebon Sirih ,"06o13’03,7” ","  106o50’50,2”",Sulfat,
Menteng, Kebon Sirih ,"06o13’03,7” ","  106o50’50,2”",Timah Hitam (Pb),
Menteng, Kebon Sirih ,"06o13’03,7” ","  106o50’50,2”",Sulfat,24
Menteng, Kebon Sirih ,"06o13’03,7” ","  106o50’50,2”",Timah Hitam (Pb), * 
Menteng, Kebon Sirih ,"06o13’03,7” ","  106o50’50,2”",Deterjen,0
